id,brand,title,category,description,volume,retail_price,partner_price,image,source_image,source_page,needs_review
catalog-467-2,LIMANCY,увлажняюший гель для душа с экстрактом молока Молочная эссенция - Молоко питает кожу,Средства для ухода за кожей,"яркой. Экстракт календулы - улучшает текстуру чувствительной кожи, уменьшает раздражение от очищающих ингредиентов и снимает сухость кожи и другие проблемы",,,,assets/img/products/catalog-467-2.jpg,assets/catalog-source/img467.jpg,467,False
catalog-468-1,LIMANCY,"Питательный гель для душа с золотым покрытнем Золото очищает кожу, создает защитный барьер,",Средства для ухода за кожей,"усиливает проводить испоствует питанию. Серебро омоложение, здоровье, стерилизация Ниацинамид омолаживает и осветляет, выравнивая Экстракт стеблей агавы, успокаивающий, подходит Экстракт гигантских водорослей эффективно увлажняет, питает и разглаживает кожу. Экстракт плодов малины обладает высокой проницаемостью, удерживает воду и делает кожу",,,,assets/img/products/catalog-468-1.jpg,assets/catalog-source/img468.jpg,468,False
catalog-468-2,LIMANCY,"Многофункциональная серная жидкость для умывання Четыре защиты, очищение и омоложение.",Средства для ухода за кожей,"Нежное для кожи: бережно очищает поверхность кожи, удаляет излишки жира. Восстановление кожи: улучшает кожный барьер и поддерживает водно-жировой баланс. Чистые поры: глубоко очищает кожу от загрязнений, питает и пробуждает кожу. Растительный аромат: свежий и элегантный",,,,assets/img/products/catalog-468-2.jpg,assets/catalog-source/img468.jpg,468,False
catalog-469-1,LIMANCY,"Лосьон для тела с полынью лосьон для тела с алоз Экстрагированная эссенция полыни: растительные травы,",Средства для ухода за кожей,"Алоз корасво: содержит множество природных факторов, восстановление барьера кожи, бактериостатическое действие и поддерживающих влажность кожи, полноценно восполняет устранение зуда, поддержание влажности и смягчение. уровень влаги и предотврещает её потерю, обеспечивая Масло авокадо и масло плодов персеи американской: увлажнение рогового спая кожи; натуральное растительное масло, противостояние окислению,",,,,assets/img/products/catalog-469-1.jpg,assets/catalog-source/img469.jpg,469,False
catalog-469-2,LIMANCY,"молочко для тела из масла ши Масло плодов дерева авокадоссодержит богатые ненасыщенные жирные кислоты, легко впитывается, увлажняет",Средства для ухода за кожей,"кожу и поддерживает ее впажность, восстанавливает блеск. нежность и упругость, обладает противовоспалительным восстанавливающим и солнцезащитным действием. Масло семян макадамии:легко впитывается, смягчаети увланняет, замедляет старение, поддерживает влажность и",240 мл,,,assets/img/products/catalog-469-2.jpg,assets/catalog-source/img469.jpg,469,False
catalog-469-3,LIMANCY,Лосьон для тела с оливковым маслом Масло авокадо:содернит ненасыщенные жирные,Средства для ухода за кожей,"кислоты, лепо впитывается, восполняет уровень влаги, способствует регенерации коплалена и застина. Масло опивысускоряет восстановление упругости и жизнённой силы коти, защищет пигментированную кожу. обеспечивая ее здоровье, увлажнение и естественный",240 мл,,,assets/img/products/catalog-469-3.jpg,assets/catalog-source/img469.jpg,469,False
catalog-470-1,SUTING,Гигиенические прокладки Гигиенические прокладки (дневные),Личная гигиена,,,,,assets/img/products/catalog-470-1.jpg,assets/catalog-source/img470.jpg,470,False
catalog-470-2,SUTING,Гигиенические прокладки (ночные удлиненные),Личная гигиена,,,,,assets/img/products/catalog-470-2.jpg,assets/catalog-source/img470.jpg,470,true
catalog-470-3,SUTING,Ежедневные гигенические прокладки (гигенические прокладки),Личная гигиена,,,,,assets/img/products/catalog-470-3.jpg,assets/catalog-source/img470.jpg,470,True
catalog-471-1,SUTING,"Антибактериальный Без содержания флуоресцентных агентов,Без содержания ароматизаторов",Личная гигиена,"Безвредное для кожи мягкое волокно Уникальная 8-слойная структура. Новый дизайн Забота о женском здоровье. Мягкий верхний слой:Нежное прикосновение с кожей,. дышащие и сухие, чистые и комфортные. Сверхмягкая айрлайд-бумага, влагоудерживающий агент Функция ультравпитывания, мгновенно впитывает влагу, не протекает, сохраняет поверхность сухой. Сверхмягкая",,,,assets/img/products/catalog-471-1.jpg,assets/catalog-source/img471.jpg,471,False
catalog-473-1,SUTING,Набор гигиенических прокладок с анионовым чипом,Личная гигиена,,,,,assets/img/products/catalog-473-1.jpg,assets/catalog-source/img473.jpg,473,False
catalog-473-2,SUTING,Suling Magalien ion Breathable ницаемость прокладки и позволяет коже дышать. Cotton Sanitory Nopkin Gift Set,Личная гигиена,"Благодаря особым магнитно-динамическим свойствам отрицательных ионов прокладки не вызывают раздра- жения, бережно ухаживают за вашим здоровьем, обла- дают выраженными антибактериальными свойствами. Герметичная упаковка с закрывающимся клапаном на-",,,,assets/img/products/catalog-473-2.jpg,assets/catalog-source/img473.jpg,473,False
catalog-473-3,SUTING,Nepothe ion broat attle cotton panty inor 10 1:30-,Личная гигиена,,,,,assets/img/products/catalog-473-3.jpg,assets/catalog-source/img473.jpg,473,False
catalog-473-4,SUTING,Negates in ivatette come,Личная гигиена,,,,,assets/img/products/catalog-473-4.jpg,assets/catalog-source/img473.jpg,473,False
catalog-473-5,SUTING,Ночные гигиенические прокладки 290 мм х 8 шт.,Личная гигиена,,,,,assets/img/products/catalog-473-5.jpg,assets/catalog-source/img473.jpg,473,False
catalog-476-1,LIMANCY,Увлажняющий и Разглаживающий питательный шампунь,Средства для волос,"Особенности продукта: Уникальная формула с гидрогелем полиглутаминовой кислоты, провитамином и гиалуроновой кислотой придаёт волосам гладкость,",,,,assets/img/products/catalog-476-1.jpg,assets/catalog-source/img476.jpg,476,False
catalog-476-2,LIMANCY,"Увлажняющий, гладкий и шелковистый кондиционер Содержит экстракт саргассума веретенообразного,",Средства для волос,"который регулирует иммунитет, обладает антиоксидантными свойствами и способствует восстановлению поврежденных волос. Включает экстракт алоз барбадосского (Aloe Barbaden- sis) для глубокого питания структуры волос и эффективного улучшения состояния жирных волос. Обогащен глицерином, который обеспечивает длительное увлажнение, делая волосы эластичными и",,,,assets/img/products/catalog-476-2.jpg,assets/catalog-source/img476.jpg,476,False
catalog-477-1,LIMANCY,Шампунь против перхоти с женьшенем и оливковым маслом Растительный экстракт.,Средства для волос,Экстракт корня женьшеня. Масло из оливы. Против перхоти.,,,,assets/img/products/catalog-477-1.jpg,assets/catalog-source/img477.jpg,477,true
catalog-477-2,LIMANCY,Имбирный шампунь от перхоти Содержит различные аминокислоты для,Средства для волос,"Уникальная формула с эссенцией Zingiber Officiale делает волосы гладкими, Укрепляет волосы и придает им блеск.",,,,assets/img/products/catalog-477-2.jpg,assets/catalog-source/img477.jpg,477,False
catalog-478-1,LIMANCY,"Увлажняющий и очищающий шампунь Глубоко увлажняет, обеспечивает интенсивный",Средства для волос,"уход: эффективно увлажняет и решает проблему Мягкое питание и укрепление волос: бережно ухаживает за волосами, укрепляет их. Формула без силикона, прозрачная и чистая: не вызывает раздражения, обеспечивает шелковистую добавление важных компонентов: мягко питает, укрепляет волосы, делая их гладкими, мягкими и Экстракт центеллы азиатской: глубоко увлажняет.",,,,assets/img/products/catalog-478-1.jpg,assets/catalog-source/img478.jpg,478,False
catalog-478-2,LIMANCY,Шампунь для чистых и свежих волос натуральные растительные экстракты для,Средства для волос,"Экстракт чая: обладает антиоксидантными своиствами, глуооко питает кожу головы. Экстракт корня солодки: обеспечивает длительное увлажнение, освежает и дарит Обильная пена для глубокого очищения: помогает нормализовать жирность кожи головы и оставляет ощущение свежести. Полное очищение: наслаждайтесь",,,,assets/img/products/catalog-478-2.jpg,assets/catalog-source/img478.jpg,478,False
catalog-479-1,LIMANCY,Увлажняющий и очищающий шампунь ооновление изнутри и снаружи: праникает,Средства для волос,"от сердцевины водоса к чешуйкам авить неооходимую энергию для софективно увлажняет и решает проолем волос:нежно заботится о волосах, укрепляет не раздражает, оставляет шелковистое",,,,assets/img/products/catalog-479-1.jpg,assets/catalog-source/img479.jpg,479,True
catalog-479-2,LIMANCY,"Блестящий шампунь Нулевой алкоголь, нулевая мыльная основа, нулевой гормон, слабокислотный.",Средства для волос,"Экстракт ромашки римской: заботится о волосах, сохраняет их свежесть. Экстракт гороха: питает корни волос, восстанавливает активность их роста. Экстракт малахита:эффективный уход за волосами, повышает их эластичность и блеск. Экстракт эдельвейса очищает кожу головы, нормализует жирность и увлажняет волосы,",,,,assets/img/products/catalog-479-2.jpg,assets/catalog-source/img479.jpg,479,False
catalog-480-1,LIMANCY,"Серия ароматов Глубокая древесная тональность, объемные и красивые волосы на протяжении всей жизни.",Средства для волос,,,,,assets/img/products/catalog-480-1.jpg,assets/catalog-source/img480.jpg,480,False
catalog-480-2,LIMANCY,SIMANS ЗЕНІЕН,Средства для волос,,,,,assets/img/products/catalog-480-2.jpg,assets/catalog-source/img480.jpg,480,True
catalog-480-3,LIMANCY,"успокаивающий, Восстанавливает роговой слой кожи. 3a8. t62n",Средства для волос,,,,,assets/img/products/catalog-480-3.jpg,assets/catalog-source/img480.jpg,480,False
catalog-481-1,LIMANCY,Шампунь Свежесть океана,‹Средства для волос,"Против перхоти и зуда Мягкий и эффективный. Специально разработанная формула с ОСТО (Пироктон этаноламиновая соль) для удаления перхоти. Не раздражает кожу головы, не травмирует волосы, эффективно лечит, не оставляет неприятных последствий.",,,,assets/img/products/catalog-481-1.jpg,assets/catalog-source/img481.jpg,481,False
catalog-482-1,LIMANCY,Кондиционер с оливковым маслом Эссенция природного оливкового масла.,Средства для волос,"Содержит высокий уровень природного витамина Е, который обладает отличной проникающей способностью, эффективно увлажняет каждый волосок и решает",,,,assets/img/products/catalog-482-1.jpg,assets/catalog-source/img482.jpg,482,False
catalog-482-2,LIMANCY,Кондиционер с маслом ши Множественный оберегающий эффект для,Средства для волос,"Восстановление и защита: увлажнение волос до глубоких слоёв, укрепление их Упругость: повышает упругость волос, Увлажнение: увлажняет кончики волос, поддерживает их влажность и обеспечивает бережный уход за каждым волоском. Податливость: решает проблему запутанных и торчащих волос, делая их",,,,assets/img/products/catalog-482-2.jpg,assets/catalog-source/img482.jpg,482,False
catalog-483-1,LIMANCY,"кондиционер с полынью Мягкие природные свойства; питание, блеск",Средства для волос,"Дополнение содержания воды в коже, поддержание влажности; длительный эффект Делает волосы послушными, шелковистыми",,,,assets/img/products/catalog-483-1.jpg,assets/catalog-source/img483.jpg,483,False
catalog-483-2,LIMANCY,Кондиционер с алоэ Легкие и увлажнённые - полны,Средства для волос,"питательных веществ: Глубоко питают поврежденные волосы, хорошо впитывается и остаются освежающе нежирными, оставляя волосы мягкими и гладкими. Сочный - содержит гель: Увлажняющий компонент алоз вера глубоко питает и удерживает влагу, помогая бороться с секущимися кончиками и сухостью",,,,assets/img/products/catalog-483-2.jpg,assets/catalog-source/img483.jpg,483,False
catalog-484-1,LIMANCY,"Эластин Насыщение и увлажнение, сияние и блеск; природная активная лёгкость и чувствительность вьющихся",Средства для волос,"Разглаживаются торчащие волоски. Увлажнение и забота. Упругость, сияние и блеск. Активная чувственная лёгкость. Восстановление повреждений, полученных из-за окрашивания и термического воздействия, а также защита",,,,assets/img/products/catalog-484-1.jpg,assets/catalog-source/img484.jpg,484,False
catalog-485-1,LIMANCY,Эфирное масло для ухода за волосами Защита волос одним движением - без беспокойства о проблемах с красотой волос.,Средства для волос,Выравнивание торчащих волосков: исправление пересушеных и ощетинившихся волосков. Восстановление и защита обожжённых при окрашивании волосков: забота о структуре Повышение блеска и осветление: волосы сразу становятся увлажненными и блестящими. Питание волос: повышенная гибкость и отсутствие,,,,assets/img/products/catalog-485-1.jpg,assets/catalog-source/img485.jpg,485,False
catalog-486-1,LIMANCY,Смягчающая маска ДЛя вОлоС Уход: Содержит пшеничный протеин и,Средства для волос,гиалуронат натрия для интенсивного,,,,assets/img/products/catalog-486-1.jpg,assets/catalog-source/img486.jpg,486,False
catalog-486-2,LIMANCY,восстанавливает липидный барьер кожи LOTS HASTIN головы и повышает её иммунитет.,Средства для волос,"Разглаживание: Увлажняет и фиксирует влагу, образуя защитную пленку на поверхности волос, разглаживает вьющиеся волосы, смягчая и придавая им блеск.",,,,assets/img/products/catalog-486-2.jpg,assets/catalog-source/img486.jpg,486,False
catalog-490-1,Yijian,"Зубная паста с травами Травяная эссенция укрепляет зубы, питает десны, устраняет неприятный запах изо рта.",Гигиена полости рта,"снижает риск возникновения зубного камня,",,,,assets/img/products/catalog-490-1.jpg,assets/catalog-source/img490.jpg,490,False
catalog-490-2,Yijian,ang be Can Time Bi setties,Гигиена полости рта,,,,,assets/img/products/catalog-490-2.jpg,assets/catalog-source/img490.jpg,490,False
catalog-491-1,Yijian,Зубная паста с турмалином и пробиотиком Зубная паста восстанавливает и поддерживает,Гигиена полости рта,"кислотно-щелочной баланс, укрепляет защитные свойства полости рта, снимает воспаление и кровоточивость десен, подавляет рост патогенных микроорганизмов. Наночастицы турмалина, выделяя ионы и инфракрасное излучение, усиливают действие пробитиков, обеспечивая дополнительную защиту полости рта. Кроме того, турмалин содержит более 26 микроэлементов, необходимых для здоровья десен и",130 мл,,,assets/img/products/catalog-491-1.jpg,assets/catalog-source/img491.jpg,491,False
catalog-492-1,Yijian,NATURAL SEAWEED TOOTHPASTE NATURAL,Гигиена полости рта,,,,,assets/img/products/catalog-492-1.jpg,assets/catalog-source/img492.jpg,492,False
catalog-492-2,Yijian,"Натуральная зубная паста на основе водорослей Паста уменьшает проблемы с деснами, устраняет",Гигиена полости рта,"повреждения слизистой оболочки, устраняет неприятный запах изо рта, улучшает здоровье ротовой полости. Содержит мяту, экстракт морских водорослей предотвращает воспаление, глицирризинат дикалия обладает противовоспалительным эффектом.",120 мл,,,assets/img/products/catalog-492-2.jpg,assets/catalog-source/img492.jpg,492,False
catalog-493-1,Yijian,"Зубная паста с пробиотиками Зубная паста нежно и деликатно отбеливает зубы,",Гигиена полости рта,"активизирует процесс выведения токсинов не по- вреждая зубную эмаль, усиливает естественную систему защиты полости рта, уменьшает кровото- чивость десен и укрепляет эмаль. Пробиотическая паста по немецкой запатентованной технологии высочайшего качества.",,,,assets/img/products/catalog-493-1.jpg,assets/catalog-source/img493.jpg,493,False
catalog-493-2,Yijian,ПРОБНОТИЧЕСКА Вес нетто: 200г,Гигиена полости рта,,,,,assets/img/products/catalog-493-2.jpg,assets/catalog-source/img493.jpg,493,True
catalog-493-3,Yijian,ПРОБНОТИЧЕСКАЯ Вес нетто:200г,Гигиена полости рта,,,,,assets/img/products/catalog-493-3.jpg,assets/catalog-source/img493.jpg,493,True
catalog-494-1,Yijian,ALGAE ALGAE EXTRA,Гигиена полости рта,,,,,assets/img/products/catalog-494-1.jpg,assets/catalog-source/img494.jpg,494,False
catalog-494-2,Yijian,Холодная водорослевая зубная паста со вкусом лунцзина и мяты Освежающая зубная паста без фтора на основе морских,Гигиена полости рта,"водорослей обладает нежным вкусом зеленого чая и мяты. Свежий морской аромат наполняет полость рта. Активные ингредиенты: Соединяет в себе чудесную энергию эссенции морских водорослей с добавлением уникального дикалия глициризината. Дикалий глицирризинат производится из натуральной лакрицы, является природным веществом, со сладким",200 мл,,,assets/img/products/catalog-494-2.jpg,assets/catalog-source/img494.jpg,494,true
catalog-495-1,Yijian,Зубная паста с гималайской порошковой солью Чистите зубы с гималайской солью для,Гигиена полости рта,"Устраняет неприятные запахи, освежает",,,,assets/img/products/catalog-495-1.jpg,assets/catalog-source/img495.jpg,495,False
catalog-495-2,Yijian,предотвращает кариес и устраняет неприятный запах. SET WT: 124g,Гигиена полости рта,,120 мл,,,assets/img/products/catalog-495-2.jpg,assets/catalog-source/img495.jpg,495,False
catalog-496-1,Yijian,Mouth Spray,Гигиена полости рта,Распылите 1-2 раза на внутреннюю сторону щек. Избегайте прямого распыления на горло.,10 мл,,,assets/img/products/catalog-496-1.jpg,assets/catalog-source/img496.jpg,496,False
catalog-497-1,Yijian,Тип аромата: виноград YIJIAN Пробиотический освежитель дыхания,Гигиена полости рта,,,,,assets/img/products/catalog-497-1.jpg,assets/catalog-source/img497.jpg,497,False
catalog-497-2,Yijian,Тип аромата: роза,Гигиена полости рта,,,,,assets/img/products/catalog-497-2.jpg,assets/catalog-source/img497.jpg,497,False
catalog-497-3,Yijian,Расщепление и устранение неприятных запахов. Сладкий аромат на губах и зубах. Длительное ощущение свежести.,Гигиена полости рта,,,,,assets/img/products/catalog-497-3.jpg,assets/catalog-source/img497.jpg,497,False
catalog-498-1,Yijian,Холодная зубная паста на основе водорослей и мяты COOL,Гигиена полости рта,"Отборный ментол, масла перечной мяты и кетонацеталя водорослей глицерина ментона дарят вам исключительную свежесть и незабываемые ощущения после чистки зубов. Свежесть дыхания с приятным сладким ароматом. Защищает зубы, очищает и поддерживает здоровье",,,,assets/img/products/catalog-498-1.jpg,assets/catalog-source/img498.jpg,498,False
catalog-499-1,Yijian,ЗУБНАЯ ПАСТА СО ВКУСОМ ЗЕЛЕНОГО ЧАЯ COOL,Гигиена полости рта,,,,,assets/img/products/catalog-499-1.jpg,assets/catalog-source/img499.jpg,499,True
catalog-499-2,Yijian,"Добавлены Экстракты CAMELLIA:SINENSIS, чтобы НАУКОМ ЗЕЛЕНОВОЧАЯ сбалансировать значение рН полости рта и поддержания",Гигиена полости рта,"Охлаждающий мятный вкус, освежающее дыхание ароматом чая и без раздражения. Эффективно очищает и уменьшает зубной налет,",,,,assets/img/products/catalog-499-2.jpg,assets/catalog-source/img499.jpg,499,False
catalog-501-1,OKFAD,Зубная щётка с тонкой угольной щетиной Мягкие тонкие щетинки содержат древесный,Гигиена полости рта,"уголь, который способствует удалению неприятного запаха в полости рта, освежает дыхание и делает людей ближе друг к другу. Маленькая удобная головка зубной щётки позволяет легко чистить самые труднодоступные участки в полости рта, даря Ручка зубной щётки выполнена из прозрачного мягкого пластика с резиновым узорчатым",,,,assets/img/products/catalog-501-1.jpg,assets/catalog-source/img501.jpg,501,False
catalog-502-1,OKFAD,Высокоплотная зубная щётка для чистки зубов Для рукоятки выбран натуральный полипропилен (РР).,Гигиена полости рта,"обеспечивающий комфортное и приятное тактильное Простая минималистичная форма рукоятки в сочетании с эргономичным дизайном позволяет удобно держать щетку в Заостренные отдельные щетинки идеально адаптируются к Эффективно адсорбируют зубной налет, сохраняя свежее Современные технологические процессы обработки растительных ворсин обеспечивают их высокую плотность. Рациональное расположение щетинок позволяет воде",,,,assets/img/products/catalog-502-1.jpg,assets/catalog-source/img502.jpg,502,true
catalog-505-1,Miubaby,детская зубная паста с пробиотиком,Товары для детского ухода,"Не содержит вредных добавок и безопасно даже при случайном проглатывании Смесь высококачественных ингредиентов, таких как пробиотики, ксилитол и гидратированный кремнезем, укрепляет зубы, поддерживает здоровую микрофлору полости рта и усиливает естественную Освежающая пена нежная и мягкая.",,,,assets/img/products/catalog-505-1.jpg,assets/catalog-source/img505.jpg,505,False
catalog-505-2,Miubaby,детская зубная щетка для здоровых зубов,Товары для детского ухода,"Спроектировано специально для детей. Рукоятка, предотвращающая скольжение, обеспечивает комфорт и мягкий уход, как прикосновение к облаку. Милая форма и возможность чистки налета на языке. Глубокая очистка ротовой полости без выпадения щетинок и без повреждений. Мягкие ворсинки проникают в труднодоступные места,",,,,assets/img/products/catalog-505-2.jpg,assets/catalog-source/img505.jpg,505,False
catalog-506-1,Miubaby,Детский увлажняющий крем Длительное увлажнение и защита от сухости.,Товары для детского ухода,"эффективно поддерживает влагу в коже, Разработан специально для нежной кожи Продукт создан с учетом потребностей Сквалан - ключевой компонент. Этот природный ингредиент, схожий с секретом сальных желез человека, образует",,,,assets/img/products/catalog-506-1.jpg,assets/catalog-source/img506.jpg,506,False
catalog-506-2,Miubaby,Miubaby Детская антибактериальная пена для мытья рук Антибактериальное очищение и нежный,Товары для детского ухода,"Плотные пузырьки обеспечивают увлажнение и разглаживание кожи, оставляя Специально досавленные антибактериальные молекулы эффективно подавляют бактерии после очищения, поддерживая здоровый образ жизни. Уникальная формула разработана",,,,assets/img/products/catalog-506-2.jpg,assets/catalog-source/img506.jpg,506,False
catalog-506-3,Miubaby,Детский лосьон Специально разработано для детей. Средство бережно ухаживает за кожей и,Товары для детского ухода,"поддерживает ее естественное увлажнение. Содержит три ключевых питательных и Фруктовый жир дерева авокадо: глубоко увлажняет кожу, предотвращает потерю влаги и усиливает ее защитные питает и смягчает чувствительную кожу. помогает поддерживать естественный",,,,assets/img/products/catalog-506-3.jpg,assets/catalog-source/img506.jpg,506,False
catalog-506-4,Miubaby,детский шампунь и гель для душа Специально разработано для детей,Товары для детского ухода,"Мягкое увлажнение: увлажняет кожу, поддерживая баланс воды и эффективно Комфортное смягчение и очищение: легко удаляет пот, жир и загрязнения. Множественные растительные эссенции: мягко очищают, не раздражая Нежная формула и мягкая пена: обеспечивают эффективную защиту и",250 мл,,,assets/img/products/catalog-506-4.jpg,assets/catalog-source/img506.jpg,506,true
catalog-507-1,Miubaby,"Детское средство для мытья волос и тела Рецептурная формула для ухода за кожеи: Мягкость, чистота, безопасность и забота о детской коже.",Товары для детского ухода,"Слабокислая формула, близкая к природному рН кожи ребенка, для бережного ухода. Эффективная очистка с длительным увлажняющим Умывание лица без раздражений, уход за кожей без ощущения",,,,assets/img/products/catalog-507-1.jpg,assets/catalog-source/img507.jpg,507,False
catalog-507-2,Miubaby,Детский травяной жидкий стиральный порошок Многообразные биологические ферменты эффективно удаляют пятна.,Товары для детского ухода,"Станяет но до от мочиы протеаза, целлюлаза",,,,assets/img/products/catalog-507-2.jpg,assets/catalog-source/img507.jpg,507,False
catalog-510-1,Morefuture,"Масло Криля Натуральный продукт с высокой биологической активностью, предназначенный для очищения сосудов, снижения уровня холестерина",Продукты для здоровья,,,,,assets/img/products/catalog-510-1.jpg,assets/catalog-source/img510.jpg,510,False
catalog-510-2,Morefuture,"степенью очистки и усваивается на 99%. Морские фосфолипиды и OMEGA-3 - растворяют жиры и холестерин в крови, предотвращая их отложение на стенках сосудов.",Продукты для здоровья,"ДНА (докозагексаеновая кислота) - улучшает кровообращение, предотвращает образование тромбов. ЕРА (эйкозапентаеновая кислота) - снижает уровень триглицеридов в крови, расширяет сосуды, борется с воспалительными процессами, помогает при депрессии и предменструальных болях. Астаксантин - проникает через гематоэнцефалический барьер, обладает мощными антиоксидантными свойствами, уменьшает боли в суставах и предотвращает болезнь Альцгеймера.",,,,assets/img/products/catalog-510-2.jpg,assets/catalog-source/img510.jpg,510,False
catalog-511-1,Morefuture,уровнем холестерина и сахара в крови (метаболический синдром). Воспалительными заболеваниями и ослабленным,Продукты для здоровья,"Проблемами с памятью, бессонницей, хроническим Нарушениями кровообращения, связанных с Не рекомендуется беременным и кормящим женщинам, подросткам, а также людям с нарушением свертываемости крови. Профилактическая доза: 1-2 капсулы 2 раза в день во время еды (при чувствительном желудке - через Лечебная доза: 2-3 капсулы 2 раза в день.",,,,assets/img/products/catalog-511-1.jpg,assets/catalog-source/img511.jpg,511,False
catalog-512-1,Morefuture,"Кальций пептид Высокоэффективная пищевая добавка для укрепления костей и зубов, стимуляции роста и насыщения организма важными",Продукты для здоровья,"Хелатированный кальций 5-го поколения - с молекулярной массой S1000D, что обеспечивает быструю и легкую Пептиды животного и растительного белка - получены из костного мозга и костей яка, обитающего в высокогорных (3000 м) холодных регионах. Обогащены кальцием и Соевые олигопептиды - улучшают работу почек, укрепляют Железо, медь, цинк и еще 8 ключевых минералов - в 10 раз эффективнее питают костную ткань.",,,,assets/img/products/catalog-512-1.jpg,assets/catalog-source/img512.jpg,512,False
catalog-514-1,Morefuture,Rose Black Tea Chare oilack Tox perfectly WE 097: 250,Продукты для здоровья,,,,,assets/img/products/catalog-514-1.jpg,assets/catalog-source/img514.jpg,514,False
catalog-514-2,Morefuture,Чёрный чай с розой Черный чай Rose — это замечательный чай для похудения. Он уменьшает объем жировых,Продукты для здоровья,"Этот продукт богат железом, которое необходимо для укрепления и очищения сосудов, что полезно для профилактики тромбоза и атеросклероза. Чай содержит витамины Е, К, С, группы В и D, а также танины, пектин и органические кислоты. Он способствует очищению организма и выведению токсинов из желудочно-кишечного тракта, смягчает Помогает при лечении вирусных заболеваний",,,,assets/img/products/catalog-514-2.jpg,assets/catalog-source/img514.jpg,514,False
catalog-515-1,Morefuture,"Зеленый чай с жасмином Чай с жасмином содержит много полифенолов, которые действуют как антиоксиданты в",Продукты для здоровья,"организме, а также содержит мощный полифенол Этот чай способствует потере веса за счет повышения метаболизма. Полифенолы жасминового чая защищают от сердечных заболеваний, предотвращая окисление ЛПНП Исследования показывают, что употребление зеленого час жатим помогт ганизму более эффективно использовать инсулин и",,,,assets/img/products/catalog-515-1.jpg,assets/catalog-source/img515.jpg,515,False
catalog-515-2,Morefuture,Jasmine Green Tea Jasmine Green Tha,Продукты для здоровья,,,,,assets/img/products/catalog-515-2.jpg,assets/catalog-source/img515.jpg,515,False
catalog-516-1,Morefuture,Коричневый сахар с имбирем в кубиках Marlatin,Продукты для здоровья,"В состав имбиря входят витамин А, витамины группы В",,,,assets/img/products/catalog-516-1.jpg,assets/catalog-source/img516.jpg,516,False
catalog-516-2,Morefuture,"Цагаан гаатай бурам Имбирный чай содержит большое количество витами- на С. Ускоряет обменные процессы в организме, обла-",Продукты для здоровья,дает противовоспалительными свойствами и повышает,,,,assets/img/products/catalog-516-2.jpg,assets/catalog-source/img516.jpg,516,False
catalog-518-1,Morefuture,Фруктовые и овощные напитки с пробиотиками Натуральный напиток для балансировки микрофлоры,Продукты для здоровья,"кишечника, стимуляции его работы, выведения токсинов, контроля веса и поддержания здоровья кожи. Компоненты для поддержки кишечника: Ферментированная жидкость комбучи - способствует восстановлению микрофлоры кишечника и улучшает Ферменты из фруктов и овощей - помогают организму лучше усваивать витамины и минералы. Запатентованные пробиотики и пребиотики - способствуют",,,,assets/img/products/catalog-518-1.jpg,assets/catalog-source/img518.jpg,518,False
catalog-520-1,Morefuture,Витамин-С Marfitee Апельсиновые,Продукты для здоровья,Укрепляет иммунную систему Нормализует кровообращение Улучшает обмен веществ Улучшает синтез коллагена Снижает риск атеросклероза Улучшает работу нервной системы Предупреждает простуду и вирусные заболевания,,,,assets/img/products/catalog-520-1.jpg,assets/catalog-source/img520.jpg,520,False
catalog-521-1,Morefuture,Мультивитаминные шипучие таблетки с тропическими Фруктами,Продукты для здоровья,"Укрепляет иммунную систему Нормализует кровообращение Улучшает обмен веществ Выводит токсины Повышает выносливость Улучшает работу нервной системы Улучшает состояние кожи, волос, ногтей",,,,assets/img/products/catalog-521-1.jpg,assets/catalog-source/img521.jpg,521,False
catalog-521-2,Morefuture,Gaor MULTIVITAMIN CA TROPICAL FRUIT MULTIVITAM,Продукты для здоровья,,,,,assets/img/products/catalog-521-2.jpg,assets/catalog-source/img521.jpg,521,False
catalog-522-1,Morefuture,Чай для похудения,Продукты для здоровья,,,,,assets/img/products/catalog-522-1.jpg,assets/catalog-source/img522.jpg,522,False
catalog-522-2,Morefuture,"компонентов, предназначенный для стимуляции Lightness Slimming Tea кишечной моторики, детоксикации организма и контроля",Продукты для здоровья,"Натуральные китайские травы (шань-жа, семена Улучшает работу киника ускоряет пищеварение. Способствует выведению токсинов. Не вызывает раздражения кишечника и диареи. Обладает мягким и безопасным действием, не",,,,assets/img/products/catalog-522-2.jpg,assets/catalog-source/img522.jpg,522,False
catalog-523-1,Morefuture,Не рекомендуется беременным и кормящим Lightness женщинам.,Продукты для здоровья,"1-2 пакетика в день. fas, seton, Lien Les Ten Fore wan Soa, fine fant soneraas, Ouane Tel Людям с чувствительным кишечником рекомендуется начинать с 1 пакетика и следить за реакцией организма.",,,,assets/img/products/catalog-523-1.jpg,assets/catalog-source/img523.jpg,523,False
catalog-524-1,Morefuture,YITONG Капсула Натуральный растительный продукт для улучшения работы,Продукты для здоровья,,,,,assets/img/products/catalog-524-1.jpg,assets/catalog-source/img524.jpg,524,False
